,Order_Number,Order_Date,Customer_Names,Channel,Product_Name,Order_Quantity,Unit_Price,Line_Total,Total_Unit_Cost,State_Code,County,State,Region,Latitude,Longitude,2017_Budgets
58230,SO - 0002338,2017-10-12,Lazzy Group,Wholesale,Product 5,11,254.6,2800.6,178.22,IN,Allen County,Indiana,Midwest,41.1306,-85.12886,3925424.5420000004
58231,SO - 0002420,2017-10-12,Browsetype Corp,Export,Product 8,11,6197.5,68172.5,4338.25,NJ,Morris County,New Jersey,Northeast,40.85964,-74.42335,1085037.3290000001
58232,SO - 0003483,2017-10-12,State Ltd,Wholesale,Product 25,5,2438.8,12194.0,1341.3400000000001,CA,Los Angeles County,California,West,34.14778,-118.14452,5342315.484
58233,SO - 0008622,2017-10-12,Amerisourc Corp,Distributor,Product 26,5,6465.5,32327.5,4073.265,IL,Cook County,Illinois,Midwest,42.03336,-87.73339,5685138.2700000005
58234,SO - 0009573,2017-10-12,Muxo Group,Distributor,Product 14,10,864.3000000000001,8643.0,432.15000000000003,OH,Lorain County,Ohio,Midwest,41.36838,-82.10765,4028698.4090000005
58235,SO - 0002311,2017-10-12,Unit Ltd,Wholesale,Product 14,7,1922.9,13460.300000000001,1519.0910000000001,IN,Elkhart County,Indiana,Midwest,41.65183,-85.94312,4028698.4090000005
58236,SO - 0002652,2017-10-12,Skyvu Group,Wholesale,Product 21,6,6411.900000000001,38471.4,4167.735000000001,CA,Contra Costa County,California,West,37.93187,-121.69579,959899.2180000001
58237,SO - 0005432,2017-10-12,Rochester Group,Distributor,Product 20,6,5380.1,32280.600000000002,2205.841,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,2067108.1199999999
58238,SO - 0006006,2017-10-12,CARDINAL Group,Wholesale,Product 29,7,984.9,6894.3,679.5809999999999,OH,Cuyahoga County,Ohio,Midwest,41.40477,-81.72291,594471.5700000001
58239,SO - 000719,2017-10-12,Voolith Ltd,Distributor,Product 25,5,3999.9,19999.5,3039.924,WA,Spokane County,Washington,West,47.67323,-117.23937,5342315.484
58240,SO - 0002238,2017-10-12,Realcube Company,Wholesale,Product 2,7,1031.8,7222.599999999999,546.854,CO,Douglas County,Colorado,West,39.55388,-104.96943,3050087.565
58241,SO - 0002788,2017-10-12,Sanum-Kehl Group,Distributor,Product 3,7,1956.4,13694.800000000001,782.5600000000001,UT,Salt Lake County,Utah,West,40.60967,-111.9391,2642352.432
58242,SO - 0003562,2017-10-12,Twitterbri Ltd,Distributor,Product 13,5,2351.7000000000003,11758.500000000002,1011.2310000000001,MI,Macomb County,Michigan,Midwest,42.6731,-83.03656,3720639.645
58243,SO - 0003590,2017-10-12,WOCKHARDT Group,Distributor,Product 21,6,1092.1000000000001,6552.6,436.8400000000001,NV,Clark County,Nevada,West,36.09719,-115.14666,959899.2180000001
58244,SO - 0005611,2017-10-12,Oozz Group,Wholesale,Product 26,6,931.3000000000001,5587.8,447.024,NJ,Morris County,New Jersey,Northeast,40.85964,-74.42335,5685138.2700000005
58245,SO - 0005708,2017-10-12,Cogilith Group,Wholesale,Product 13,8,2485.7000000000003,19885.600000000002,2063.1310000000003,NC,Edgecombe County/Nash County,North Carolina,South,35.96851,-77.80829,3720639.645
58246,SO - 0007530,2017-10-12,Lazzy Group,Export,Product 25,7,6291.3,44039.1,5158.866,FL,Lee County,Florida,South,26.56285,-81.94953,5342315.484
58247,SO - 0007708,2017-10-12,Oba Company,Export,Product 23,8,5869.2,46953.6,2347.68,FL,Volusia County,Florida,South,29.13832,-80.99561,1135815.7580000001
58248,SO - 0009198,2017-10-12,Aveda Group,Wholesale,Product 1,10,3959.7000000000003,39597.0,2930.1780000000003,CA,Los Angeles County,California,West,33.97612,-117.90534,3016489.209
58249,SO - 0007709,2017-10-12,Camido Company,Wholesale,Product 26,12,167.5,2010.0,97.14999999999999,MS,Harrison County,Mississippi,South,30.36742,-89.09282,5685138.2700000005
58250,SO - 0009840,2017-10-12,The Ltd,Export,Product 14,11,2003.3,22036.3,1121.8480000000002,IL,Cook County,Illinois,Midwest,41.51529,-87.73338,4028698.4090000005
58251,SO - 0008935,2017-10-12,Gigabox Group,Wholesale,Product 15,12,3966.4,47596.8,2498.832,NY,Broome County,New York,Northeast,42.12662,-76.03324,3299478.315
58252,SO - 0009554,2017-10-12,sanofi-ave Group,Distributor,Product 6,11,1065.3,11718.3,511.34399999999994,FL,Volusia County,Florida,South,29.21081,-81.02283,1672229.416
58253,SO - 0008508,2017-10-12,Johnson Ltd,Wholesale,Product 25,9,1112.2,10009.800000000001,578.344,CO,Mesa County,Colorado,West,39.06387,-108.55065,5342315.484
58254,SO - 0002022,2017-10-12,Safecor Corp,Export,Product 3,6,1105.5,6633.0,464.31,CA,Santa Clara County,California,West,37.00578,-121.56828,2642352.432
58255,SO - 0003384,2017-10-12,Chatterpoi Corp,Distributor,Product 25,10,5313.1,53131.0,3772.301,TX,Collin County/Denton County,Texas,South,33.15543,-96.8226,5342315.484
58256,SO - 0006686,2017-10-12,Skinder Group,Distributor,Product 5,11,1822.4,20046.4,1221.008,CA,Los Angeles County,California,West,33.9164,-118.35257,3925424.5420000004
58257,SO - 0010584,2017-10-12,Vinte Group,Distributor,Product 30,9,884.4,7959.599999999999,548.328,MO,Jackson County/Clay County,Missouri,Midwest,39.08547,-94.3521,1011609.684
58258,SO - 0009612,2017-10-12,The Ltd,Wholesale,Product 27,5,1092.1000000000001,5460.500000000001,458.682,NC,Chatham County/Wake County,North Carolina,South,35.78088,-78.81327,964940.2310000001
58259,SO - 000390,2017-10-13,Voolith Ltd,Distributor,Product 26,5,1721.9,8609.5,1377.5200000000002,CA,Los Angeles County,California,West,33.88946,-118.15979,5685138.2700000005
58260,SO - 000651,2017-10-13,Vitz Company,Distributor,Product 26,10,1788.9,17889.0,1216.4520000000002,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,5685138.2700000005
58261,SO - 0001358,2017-10-13,Avavee Group,Wholesale,Product 13,8,871.0,6968.0,600.99,OK,Wagoner County/Tulsa County,Oklahoma,South,36.03653,-95.781,3720639.645
58262,SO - 0001552,2017-10-13,Accord Group,Distributor,Product 6,12,268.0,3216.0,195.64,GA,Cobb County,Georgia,South,33.9526,-84.54993,1672229.416
58263,SO - 0002415,2017-10-13,Actavis Company,Distributor,Product 26,9,1768.8,15919.199999999999,1061.28,NJ,Ocean County,New Jersey,Northeast,40.07706,-74.20037,5685138.2700000005
58264,SO - 0002720,2017-10-13,Pacific Ltd,Distributor,Product 18,6,3906.1,23436.6,3163.9410000000003,FL,Pinellas County,Florida,South,27.90947,-82.78732,2309499.045
58265,SO - 0005131,2017-10-13,Wordware Company,Distributor,Product 9,8,3055.2000000000003,24441.600000000002,2230.2960000000003,MA,Middlesex County,Massachusetts,Northeast,42.30791,-71.4362,710415.405
58266,SO - 0006742,2017-10-13,Remedy Ltd,Distributor,Product 5,12,2231.1,26773.199999999997,1762.569,OK,Oklahoma County,Oklahoma,South,35.65283,-97.4781,3925424.5420000004
58267,SO - 0006746,2017-10-13,Omba Group,Export,Product 16,6,6291.3,37747.8,3837.693,MI,Wayne County,Michigan,Midwest,42.32226,-83.17631,2062061.144
58268,SO - 0010247,2017-10-13,Realbuzz Ltd,Wholesale,Product 26,9,991.6,8924.4,763.532,FL,Palm Beach County,Florida,South,26.35869,-80.0831,5685138.2700000005
58269,SO - 0008458,2017-10-13,Wordpedia Ltd,Wholesale,Product 25,5,971.5,4857.5,641.19,WA,King County,Washington,West,47.64177,-122.0804,5342315.484
58270,SO - 000273,2017-10-13,Omba Group,Export,Product 10,9,3068.6,27617.399999999998,2301.45,NY,Westchester County,New York,Northeast,41.02928,-73.84285,864331.624
58271,SO - 000819,2017-10-13,Trunyx Ltd,Export,Product 13,9,6445.400000000001,58008.600000000006,3544.9700000000007,FL,Broward County,Florida,South,26.0112,-80.14949,3720639.645
58272,SO - 000908,2017-10-13,Vinte Group,Wholesale,Product 14,11,2358.4,25942.4,1084.864,NV,Clark County,Nevada,West,36.10803,-115.245,4028698.4090000005
58273,SO - 0001149,2017-10-13,Thoughtmix Ltd,Distributor,Product 16,12,1085.4,13024.800000000001,759.78,CA,Orange County,California,West,33.77391,-117.94145,2062061.144
58274,SO - 0003299,2017-10-13,WOCKHARDT Group,Wholesale,Product 7,6,241.20000000000002,1447.2,151.95600000000002,CO,Pueblo County,Colorado,West,38.25445,-104.60914,889737.555
58275,SO - 0004494,2017-10-13,Quaxo Ltd,Wholesale,Product 14,6,2619.7000000000003,15718.2,1100.2740000000001,KY,Fayette County,Kentucky,South,38.0498,-84.45855,4028698.4090000005
58276,SO - 0004823,2017-10-13,Eire Corp,Distributor,Product 25,11,2291.4,25205.4,1810.2060000000001,CA,San Bernardino County,California,West,34.05557,-117.18254,5342315.484
58277,SO - 0003384,2017-10-13,Chatterpoi Corp,Distributor,Product 25,10,5313.1,53131.0,3772.301,NJ,Middlesex County,New Jersey,Northeast,40.50677,-74.26542,5342315.484
58278,SO - 0005106,2017-10-13,Eidel Corp,Export,Product 26,10,2680.0,26800.0,1795.6000000000001,TX,Fort Bend County,Texas,South,29.61968,-95.63495,5685138.2700000005
58279,SO - 0005771,2017-10-13,Pacific Ltd,Wholesale,Product 2,7,1092.1000000000001,7644.700000000001,589.7340000000002,CA,Los Angeles County,California,West,33.97612,-117.90534,3050087.565
58280,SO - 0002281,2017-10-13,NARS Group,Distributor,Product 26,7,1802.3,12616.1,720.9200000000001,IL,Cook County,Illinois,Midwest,42.03353,-87.86441,5685138.2700000005
58281,SO - 0003933,2017-10-13,WOONSOCKET Corp,Export,Product 8,9,6277.900000000001,56501.100000000006,2636.7180000000003,MD,Baltimore city,Maryland,South,39.29038,-76.61219,1085037.3290000001
58282,SO - 0007649,2017-10-13,Zoovu Corp,Export,Product 17,6,1132.3,6793.799999999999,928.4859999999999,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,2119616.824
58283,SO - 0007709,2017-10-13,Camido Company,Wholesale,Product 26,12,167.5,2010.0,97.14999999999999,MI,Washtenaw County,Michigan,Midwest,42.21368,-83.59918,5685138.2700000005
58284,SO - 0008421,2017-10-13,Tambee Company,Distributor,Product 15,10,2244.5,22445.0,1167.14,UT,Salt Lake County,Utah,West,40.69161,-112.00105,3299478.315
58285,SO - 0010702,2017-10-13,Zooveo Company,Wholesale,Product 27,8,1098.8,8790.4,879.04,NY,Queens County,New York,Northeast,40.75,-73.86667,964940.2310000001
58286,SO - 0001256,2017-10-13,Fred's Company,Wholesale,Product 8,12,241.20000000000002,2894.4,185.72400000000002,CA,San Diego County,California,West,32.79477,-116.96253,1085037.3290000001
58287,SO - 0004717,2017-10-13,NARS Group,Wholesale,Product 14,6,254.6,1527.6,155.30599999999998,CO,Jefferson County,Colorado,West,39.70471,-105.08137,4028698.4090000005
58288,SO - 0005794,2017-10-13,Skiptube Ltd,Export,Product 10,9,2626.4,23637.600000000002,1391.9920000000002,CA,Los Angeles County,California,West,34.69804,-118.13674,864331.624
58289,SO - 0007109,2017-10-13,Neutrogena Ltd,Wholesale,Product 26,11,1199.3,13192.3,515.699,FL,Broward County,Florida,South,26.21286,-80.24977,5685138.2700000005
58290,SO - 0008348,2017-10-13,SUPERVALU Ltd,Wholesale,Product 15,8,6485.6,51884.8,4734.488,CT,Hartford County,Connecticut,Northeast,41.76371,-72.68509,3299478.315
58291,SO - 0010588,2017-10-13,Twimbo Company,Wholesale,Product 6,12,3852.5,46230.0,3082.0,CA,Santa Clara County,California,West,37.35411,-121.95524,1672229.416
58292,SO - 0010249,2017-10-13,Ozu Ltd,Distributor,Product 26,10,3886.0,38860.0,2914.5,CA,Sacramento County,California,West,38.49602,-121.40884,5685138.2700000005
58293,SO - 0002637,2017-10-13,BB17 Company,Wholesale,Product 11,10,1025.1000000000001,10251.000000000002,533.0520000000001,CO,Boulder County/Weld County,Colorado,West,40.16984,-105.09901,1230458.484
58294,SO - 0003462,2017-10-13,Thoughtmix Ltd,Distributor,Product 16,6,227.8,1366.8000000000002,107.066,IL,Kendall County/Will County,Illinois,Midwest,41.5177,-88.14885,2062061.144
58295,SO - 0005834,2017-10-13,CARDINAL Group,Wholesale,Product 16,7,3906.1,27342.7,2538.965,ID,Ada County,Idaho,West,43.61211,-116.39151,2062061.144
58296,SO - 0006892,2017-10-13,Jabbercube Corp,Distributor,Product 15,6,1038.5,6231.0,633.485,MO,St. Charles County,Missouri,Midwest,38.78394,-90.48123,3299478.315
58297,SO - 0007820,2017-10-13,Linkbuzz Ltd,Wholesale,Product 20,7,837.5,5862.5,544.375,IA,Story County,Iowa,Midwest,42.03471,-93.61994,2067108.1199999999
58298,SO - 000633,2017-10-14,Janyx Group,Wholesale,Product 16,5,234.5,1172.5,180.565,TX,Tarrant County,Texas,South,32.73569,-97.10807,2062061.144
58299,SO - 0002097,2017-10-14,Valeant Corp,Distributor,Product 6,6,201.0,1206.0,90.45,OH,Lucas County,Ohio,Midwest,41.66394,-83.55521,1672229.416
58300,SO - 0003812,2017-10-14,State Ltd,Distributor,Product 25,6,214.4,1286.4,145.792,IL,Cook County,Illinois,Midwest,41.51529,-87.73338,5342315.484
58301,SO - 0006947,2017-10-14,Colgate-Pa Group,Wholesale,Product 18,9,6056.8,54511.200000000004,2846.696,CA,Fresno County,California,West,36.82523,-119.70292,2309499.045
58302,SO - 0009245,2017-10-14,Kazu Corp,Export,Product 14,11,2211.0,24321.0,1216.0500000000002,NE,Sarpy County,Nebraska,Midwest,41.13667,-95.89084,4028698.4090000005
58303,SO - 0001951,2017-10-14,Rooxo Company,Wholesale,Product 14,10,6197.5,61975.0,3594.5499999999997,VA,Prince William County,Virginia,South,38.63706,-77.31109,4028698.4090000005
58304,SO - 0002264,2017-10-14,US Ltd,Wholesale,Product 6,7,2619.7000000000003,18337.9,1938.5780000000002,IN,Delaware County,Indiana,Midwest,40.19338,-85.38636,1672229.416
58305,SO - 0002486,2017-10-14,Family Corp,Distributor,Product 14,7,1045.2,7316.400000000001,721.188,NE,Sarpy County,Nebraska,Midwest,41.13667,-95.89084,4028698.4090000005
58306,SO - 0004222,2017-10-14,WOCKHARDT Group,Wholesale,Product 9,11,5795.5,63750.5,3709.12,SC,Lexington County/Richland County,South Carolina,South,34.0291,-80.89804,710415.405
58307,SO - 0006278,2017-10-14,ALK-Abello Ltd,Wholesale,Product 4,10,1715.2,17152.0,1457.92,NJ,Camden County,New Jersey,Northeast,39.79219,-75.03606,2885560.824
58308,SO - 0007979,2017-10-14,H Ltd,Distributor,Product 24,7,6398.5,44789.5,4542.9349999999995,OH,Lorain County,Ohio,Midwest,41.45282,-82.18237,756557.97
58309,SO - 0010655,2017-10-14,Aimbo Corp,Distributor,Product 3,7,2351.7000000000003,16461.9,1787.2920000000001,IN,Lake County,Indiana,Midwest,41.58337,-87.50004,2642352.432
58310,SO - 0010240,2017-10-14,sanofi-ave Group,Wholesale,Product 5,11,194.3,2137.3,159.326,MD,Howard County,Maryland,South,39.24038,-76.83942,3925424.5420000004
58311,SO - 0001815,2017-10-14,Blogspan Ltd,Wholesale,Product 19,9,1125.6000000000001,10130.400000000001,821.6880000000001,CA,Santa Cruz County,California,West,36.91023,-121.75689,1645841.6
58312,SO - 0005994,2017-10-14,Muxo Group,Wholesale,Product 16,9,1862.6000000000001,16763.4,1564.584,FL,Brevard County,Florida,South,28.08363,-80.60811,2062061.144
58313,SO - 000727,2017-10-14,Twitterbri Ltd,Distributor,Product 26,5,3618.0,18090.0,2496.4199999999996,TX,Tarrant County,Texas,South,32.73569,-97.10807,5685138.2700000005
58314,SO - 0002836,2017-10-14,Roberts Company,Distributor,Product 7,6,6472.2,38833.2,3236.1,TX,Brazos County,Texas,South,30.67436,-96.36996,889737.555
58315,SO - 0003337,2017-10-14,Avamba Company,Distributor,Product 2,6,1092.1000000000001,6552.6,644.339,FL,Palm Beach County,Florida,South,26.82339,-80.13865,3050087.565
58316,SO - 0004376,2017-10-14,Jayo Company,Export,Product 1,12,3993.2000000000003,47918.4,1717.076,CO,Jefferson County,Colorado,West,39.70471,-105.08137,3016489.209
58317,SO - 0005354,2017-10-14,Jabbercube Corp,Wholesale,Product 24,6,891.1,5346.6,588.1260000000001,MI,Oakland County,Michigan,Midwest,42.47337,-83.22187,756557.97
58318,SO - 0005428,2017-10-14,Thoughtmix Ltd,Wholesale,Product 14,5,234.5,1172.5,189.94500000000002,GA,Cobb County,Georgia,South,33.88399,-84.51438,4028698.4090000005
58319,SO - 0007928,2017-10-14,Flipbug Ltd,Distributor,Product 7,6,3865.9,23195.4,2280.881,UT,Weber County,Utah,West,41.223,-111.97383,889737.555
58320,SO - 0009873,2017-10-14,Pacific Ltd,Wholesale,Product 12,7,2646.5,18525.5,1482.0400000000002,GA,Cobb County,Georgia,South,33.9526,-84.54993,1356976.996
58321,SO - 0008681,2017-10-14,Ozu Ltd,Wholesale,Product 14,10,2619.7000000000003,26197.000000000004,1859.987,MN,St. Louis County,Minnesota,Midwest,46.78327,-92.10658,4028698.4090000005
58322,SO - 000917,2017-10-14,Fivechat Company,Export,Product 2,12,1025.1000000000001,12301.2,584.307,IL,Cook County,Illinois,Midwest,41.51591,-87.60098,3050087.565
58323,SO - 0003053,2017-10-14,Centizu Company,Distributor,Product 13,7,844.2,5909.400000000001,354.564,TN,Sumner County,Tennessee,South,36.30477,-86.62,3720639.645
58324,SO - 0003798,2017-10-14,Gabvine Ltd,Wholesale,Product 27,8,978.2,7825.6,596.702,PA,Lehigh County/Northampton County,Pennsylvania,Northeast,40.62642,-75.3679,964940.2310000001
58325,SO - 0006874,2017-10-14,Terumo Corp,Distributor,Product 1,10,2693.4,26934.0,1912.314,OR,Lane County,Oregon,West,44.05207,-123.08675,3016489.209
58326,SO - 0010696,2017-10-14,Sanum-Kehl Group,Wholesale,Product 2,5,5487.3,27436.5,3292.38,FL,Flagler County,Florida,South,29.58497,-81.20784,3050087.565
58327,SO - 0009931,2017-10-14,sanofi-ave Group,Wholesale,Product 13,6,6525.8,39154.8,3589.1900000000005,OH,Clark County,Ohio,Midwest,39.92423,-83.80882,3720639.645
58328,SO - 0001066,2017-10-14,Natures Group,Wholesale,Product 22,6,884.4,5306.4,619.0799999999999,CA,Sacramento County,California,West,38.61713,-121.32828,663601.902
58329,SO - 0002634,2017-10-14,Fred's Company,Wholesale,Product 3,7,1125.6000000000001,7879.200000000001,585.3120000000001,CA,San Bernardino County,California,West,34.09751,-117.64839,2642352.432
58330,SO - 0003958,2017-10-14,Geiss Company,Wholesale,Product 15,9,1139.0,10251.0,854.25,CA,Santa Clara County,California,West,37.38605,-122.08385,3299478.315
58331,SO - 0004351,2017-10-14,Snaptags Ltd,Wholesale,Product 3,11,6304.7,69351.7,4413.29,MO,Newton County/Jasper County,Missouri,Midwest,37.07636,-94.50121,2642352.432
58332,SO - 0004457,2017-10-14,Divanoodle Ltd,Distributor,Product 8,6,1835.8,11014.8,1413.566,WA,Franklin County,Washington,West,46.23958,-119.10057,1085037.3290000001
58333,SO - 0005325,2017-10-14,Oozz Group,Export,Product 26,9,1112.2,10009.800000000001,633.954,GA,Richmond County,Georgia,South,33.36149,-82.075,5685138.2700000005
58334,SO - 0007954,2017-10-14,Valeant Corp,Wholesale,Product 2,9,1038.5,9346.5,706.1800000000001,CO,Mesa County,Colorado,West,39.06387,-108.55065,3050087.565
58335,SO - 0008697,2017-10-14,Livepath Corp,Export,Product 25,6,3671.6,22029.6,1468.64,VA,Loudoun County,Virginia,South,39.11566,-77.5636,5342315.484
58336,SO - 0001997,2017-10-15,Devpoint Group,Distributor,Product 15,11,2010.0,22110.0,864.3,IL,Cook County,Illinois,Midwest,42.1103,-88.03424,3299478.315
58337,SO - 0004392,2017-10-15,Topco Company,Wholesale,Product 15,12,1855.9,22270.800000000003,1484.7200000000003,WA,King County,Washington,West,47.38093,-122.23484,3299478.315
58338,SO - 0004550,2017-10-15,Tagfeed Ltd,Wholesale,Product 11,10,5045.1,50451.0,2573.001,MA,Middlesex County,Massachusetts,Northeast,42.3876,-71.0995,1230458.484
58339,SO - 0005514,2017-10-15,Rhynoodle Ltd,Distributor,Product 14,6,3832.4,22994.4,3104.244,NY,Onondaga County,New York,Northeast,43.1787,-76.19211,4028698.4090000005
58340,SO - 0007759,2017-10-15,Flipstorm Group,Wholesale,Product 5,5,207.70000000000002,1038.5,145.39000000000001,WI,Dane County,Wisconsin,Midwest,43.07305,-89.40123,3925424.5420000004
58341,SO - 0009364,2017-10-15,CLINIQUE Ltd,Wholesale,Product 25,11,2425.4,26679.4,1770.542,OK,Garfield County,Oklahoma,South,36.39559,-97.87839,5342315.484
58342,SO - 0009127,2017-10-15,American Corp,Distributor,Product 15,5,1896.1000000000001,9480.5,948.0500000000001,TX,Dallas County,Texas,South,32.81402,-96.94889,3299478.315
58343,SO - 0001925,2017-10-15,Buzzbean Group,Wholesale,Product 2,11,757.1,8328.1,446.68899999999996,IN,Floyd County,Indiana,Midwest,38.31527,-85.83185,3050087.565
58344,SO - 0003516,2017-10-15,The Ltd,Export,Product 4,9,1085.4,9768.6,434.1600000000001,NV,Washoe County,Nevada,West,39.52963,-119.8138,2885560.824
58345,SO - 0004697,2017-10-15,Podcat Corp,Wholesale,Product 26,7,958.1,6706.7,594.022,OR,Multnomah County,Oregon,West,45.49818,-122.43148,5685138.2700000005
58346,SO - 0006184,2017-10-15,CARDINAL Group,Distributor,Product 6,6,268.0,1608.0,171.52,IL,Cook County,Illinois,Midwest,41.93807,-87.8685,1672229.416
58347,SO - 0006930,2017-10-15,Podcat Corp,Distributor,Product 25,7,2592.9,18150.3,1089.018,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,5342315.484
58348,SO - 0009437,2017-10-15,Twimbo Company,Distributor,Product 14,9,1072.0,9648.0,728.96,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,4028698.4090000005
58349,SO - 0008928,2017-10-15,Skiptube Ltd,Export,Product 10,9,2626.4,23637.600000000002,1391.9920000000002,MA,Norfolk County,Massachusetts,Northeast,42.33176,-71.12116,864331.624
58350,SO - 0001336,2017-10-15,Fivechat Company,Wholesale,Product 28,6,1025.1000000000001,6150.6,574.0560000000002,MI,Wayne County,Michigan,Midwest,42.3242,-83.40021,1003867.767
58351,SO - 0001843,2017-10-15,EMD Group,Distributor,Product 29,10,3832.4,38324.0,2567.708,AL,Lee County,Alabama,South,32.60986,-85.48078,594471.5700000001
58352,SO - 0002220,2017-10-15,Bluezoom Group,Wholesale,Product 17,11,1065.3,11718.3,788.322,NY,Erie County,New York,Northeast,42.88645,-78.87837,2119616.824
58353,SO - 0005083,2017-10-15,Jabbercube Corp,Export,Product 2,6,2412.0,14472.0,1736.6399999999999,NY,Nassau County,New York,Northeast,40.70621,-73.61874,3050087.565
58354,SO - 0005794,2017-10-15,Skiptube Ltd,Export,Product 10,9,2626.4,23637.600000000002,1391.9920000000002,CO,Larimer County,Colorado,West,40.58526,-105.08442,864331.624
58355,SO - 0006692,2017-10-15,Zooveo Company,Wholesale,Product 4,11,3819.0,42009.0,2711.49,NE,Lancaster County,Nebraska,Midwest,40.8,-96.66696,2885560.824
58356,SO - 0010270,2017-10-15,H Ltd,Wholesale,Product 22,10,703.5,7035.0,464.31,FL,Pinellas County,Florida,South,27.77086,-82.67927,663601.902
58357,SO - 0009652,2017-10-15,Eayo Company,Wholesale,Product 6,6,891.1,5346.6,570.304,FL,Palm Beach County,Florida,South,26.93422,-80.09421,1672229.416
58358,SO - 0009465,2017-10-15,Thoughtmix Ltd,Wholesale,Product 25,5,1078.7,5393.5,571.711,NV,Clark County,Nevada,West,36.19886,-115.1175,5342315.484
58359,SO - 000502,2017-10-15,Skyvu Group,Distributor,Product 17,5,2412.0,12060.0,1109.52,WA,King County/Pierce County,Washington,West,47.30377,-122.21,2119616.824
58360,SO - 0002473,2017-10-15,Pfizer Corp,Distributor,Product 2,8,2398.6,19188.8,1918.88,IL,Will County,Illinois,Midwest,41.59381,-88.19968,3050087.565
58361,SO - 0003483,2017-10-15,State Ltd,Wholesale,Product 25,5,2438.8,12194.0,1341.3400000000001,FL,Leon County,Florida,South,30.43826,-84.28073,5342315.484
58362,SO - 0004517,2017-10-15,Twimbo Company,Distributor,Product 15,7,2385.2000000000003,16696.4,1168.748,NY,Monroe County,New York,Northeast,43.15478,-77.61556,3299478.315
58363,SO - 0005887,2017-10-15,SHISEIDO Ltd,Export,Product 16,6,1226.1000000000001,7356.6,514.962,MO,St. Charles County,Missouri,Midwest,38.80033,-90.62651,2062061.144
58364,SO - 0007339,2017-10-15,Voolith Ltd,Wholesale,Product 16,6,2519.2000000000003,15115.2,1007.6800000000002,CT,Hartford County,Connecticut,Northeast,41.68158,-72.94075,2062061.144
58365,SO - 0010332,2017-10-15,WOCKHARDT Group,Wholesale,Product 16,12,804.0,9648.0,498.48,MO,Jackson County/Clay County,Missouri,Midwest,39.08547,-94.3521,2062061.144
58366,SO - 0010258,2017-10-15,Amerisourc Corp,Export,Product 20,11,3490.7000000000003,38397.700000000004,1815.1640000000002,CA,San Diego County,California,West,33.03699,-117.29198,2067108.1199999999
58367,SO - 0009251,2017-10-15,Realbridge Corp,Wholesale,Product 13,8,2546.0,20368.0,2062.26,FL,Hernando County,Florida,South,28.47689,-82.52546,3720639.645
58368,SO - 0003127,2017-10-15,Flipbug Ltd,Wholesale,Product 23,5,4006.6,20033.0,2444.026,IN,Hamilton County,Indiana,Midwest,39.96548,-86.14837,1135815.7580000001
58369,SO - 0004567,2017-10-15,Mydeo Ltd,Export,Product 2,11,3993.2000000000003,43925.200000000004,2276.124,CT,Hartford County,Connecticut,Northeast,41.78232,-72.61203,3050087.565
58370,SO - 0005550,2017-10-15,Skidoo Company,Export,Product 10,5,1098.8,5494.0,516.4359999999999,MA,Essex County,Massachusetts,Northeast,42.52787,-70.92866,864331.624
58371,SO - 0008467,2017-10-15,Voolia Ltd,Wholesale,Product 7,7,2405.3,16837.100000000002,1154.544,CA,Los Angeles County,California,West,33.97918,-118.03284,889737.555
58372,SO - 000741,2017-10-15,General Company,Wholesale,Product 23,9,864.3000000000001,7778.700000000001,691.44,CA,San Bernardino County,California,West,34.10834,-117.28977,1135815.7580000001
58373,SO - 0001576,2017-10-15,Flipbug Ltd,Wholesale,Product 8,9,3906.1,35154.9,2538.965,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,1085037.3290000001
58374,SO - 0003987,2017-10-15,Wordpedia Ltd,Wholesale,Product 4,11,4020.0,44220.0,2371.7999999999997,LA,Orleans Parish,Louisiana,South,29.95465,-90.07507,2885560.824
58375,SO - 0007463,2017-10-15,Yodoo Ltd,Wholesale,Product 18,10,227.8,2278.0,102.51,CA,Sacramento County,California,West,38.61713,-121.32828,2309499.045
58376,SO - 0007972,2017-10-15,WOCKHARDT Group,Distributor,Product 16,10,3912.8,39128.0,1839.016,ME,Cumberland County,Maine,Northeast,43.66147,-70.25533,2062061.144
58377,SO - 0008381,2017-10-15,Topiczoom Corp,Wholesale,Product 13,12,1728.6000000000001,20743.2,1019.874,NJ,Middlesex County,New Jersey,Northeast,40.40463,-74.30854,3720639.645
58378,SO - 0008189,2017-10-15,Flipbug Ltd,Export,Product 1,10,1011.7,10117.0,819.4770000000001,IL,McHenry County,Illinois,Midwest,42.20028,-88.41561,3016489.209
58379,SO - 000135,2017-10-16,Colgate-Pa Group,Wholesale,Product 3,5,2566.1,12830.5,1642.304,IN,Madison County,Indiana,Midwest,40.10532,-85.68025,2642352.432
58380,SO - 0003051,2017-10-16,Eire Corp,Wholesale,Product 16,5,5440.400000000001,27202.000000000004,2393.7760000000003,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,2062061.144
